image_name,tags
test_27452,clear primary
test_27453,primary
test_27454,clear primary
test_27455,clear primary
test_27456,clear primary
test_27457,clear partly_cloudy primary
test_27458,clear primary
test_27459,clear primary
test_27460,clear primary
test_27461,agriculture clear primary
test_27462,clear primary
test_27463,clear primary
test_27464,agriculture habitation primary road water
test_27465,
test_27466,clear primary
test_27467,clear primary
test_27468,clear primary
test_27469,clear primary
test_27470,partly_cloudy primary water
test_27471,clear primary
test_27472,agriculture clear primary
test_27473,clear primary
test_27474,agriculture clear cultivation habitation partly_cloudy primary road water
test_27475,clear primary
test_27476,clear primary
test_27477,clear partly_cloudy primary road water
test_27478,clear primary
test_27479,clear primary water
test_27480,primary water
test_27481,clear primary road
test_27482,agriculture clear habitation primary
test_27483,clear primary
test_27484,clear primary water
test_27485,clear primary road
test_27486,clear primary
test_27487,cultivation primary road
test_27488,clear primary
test_27489,primary water
test_27490,clear primary
test_27491,clear primary
test_27492,primary
test_27493,clear primary
test_27494,primary
test_27495,primary water
test_27496,agriculture habitation haze primary road water
test_27497,agriculture habitation partly_cloudy primary road water
test_27498,clear primary
test_27499,clear primary
test_27500,agriculture primary road water
test_27501,clear primary
test_27502,partly_cloudy primary
test_27503,agriculture clear habitation primary road
test_27504,agriculture primary road
test_27505,clear primary
test_27506,cloudy
test_27507,clear primary
test_27508,clear primary
test_27509,clear primary
test_27510,clear primary
test_27511,agriculture clear primary road slash_burn
test_27512,clear primary
test_27513,clear primary
test_27514,primary
test_27515,agriculture road water
test_27516,agriculture primary
test_27517,clear primary
test_27518,clear primary
test_27519,clear habitation primary
test_27520,agriculture clear primary road water
test_27521,clear primary
test_27522,clear primary
test_27523,clear primary
test_27524,agriculture clear primary road
test_27525,clear primary
test_27526,primary
test_27527,clear primary
test_27528,agriculture cultivation partly_cloudy primary road
test_27529,clear primary
test_27530,clear primary
test_27531,agriculture cloudy
test_27532,clear primary
test_27533,clear primary
test_27534,clear primary
test_27535,clear primary
test_27536,clear primary
test_27537,agriculture clear primary road
test_27538,clear primary
test_27539,agriculture clear primary road water
test_27540,agriculture clear primary
test_27541,clear primary
test_27542,clear primary
test_27543,clear primary
test_27544,clear primary
test_27545,agriculture clear primary
test_27546,clear primary
test_27547,primary
test_27548,clear primary
test_27549,clear primary
test_27550,clear primary road
test_27551,agriculture primary water
test_27552,clear primary
test_27553,clear primary
test_27554,clear primary
test_27555,clear primary
test_27556,clear cloudy primary road
test_27557,agriculture clear habitation road
test_27558,clear primary
test_27559,agriculture primary road
test_27560,primary
test_27561,clear primary water
test_27562,agriculture primary
test_27563,clear primary
test_27564,clear primary
test_27565,clear primary water
test_27566,clear primary
test_27567,clear primary
test_27568,clear primary
test_27569,primary
test_27570,primary
test_27571,clear primary
test_27572,agriculture clear primary road
test_27573,clear primary
test_27574,agriculture clear primary
test_27575,clear primary
test_27576,clear primary
test_27577,agriculture clear primary
test_27578,clear primary
test_27579,primary
test_27580,agriculture primary
test_27581,clear primary
test_27582,clear primary
test_27583,primary
test_27584,clear primary
test_27585,agriculture clear habitation primary road
test_27586,clear primary
test_27587,clear primary
test_27588,agriculture clear primary
test_27589,clear primary
test_27590,primary road
test_27591,clear primary
test_27592,clear primary road
test_27593,partly_cloudy primary
test_27594,primary
test_27595,agriculture clear primary
test_27596,agriculture clear partly_cloudy primary
test_27597,agriculture clear primary road
test_27598,agriculture clear primary water
test_27599,clear primary
test_27600,agriculture road water
test_27601,clear primary
test_27602,clear primary
test_27603,clear primary
test_27604,clear primary
test_27605,clear primary
test_27606,clear primary
test_27607,clear primary
test_27608,clear primary
test_27609,clear primary
test_27610,primary
test_27611,clear primary
test_27612,clear primary road
test_27613,clear primary
test_27614,primary road water
test_27615,clear primary
test_27616,clear partly_cloudy primary road
test_27617,partly_cloudy primary
test_27618,agriculture haze primary road water
test_27619,clear primary road
test_27620,clear primary water
test_27621,clear primary
test_27622,clear primary water
test_27623,primary road water
test_27624,clear primary
test_27625,clear primary
test_27626,primary
test_27627,clear primary
test_27628,clear primary
test_27629,clear primary
test_27630,clear primary
test_27631,clear primary
test_27632,clear primary
test_27633,agriculture road water
test_27634,clear primary
test_27635,clear primary
test_27636,cloudy haze
test_27637,clear primary
test_27638,partly_cloudy primary
test_27639,clear primary
test_27640,agriculture cloudy partly_cloudy
test_27641,primary
test_27642,clear habitation primary
test_27643,clear primary
test_27644,cloudy partly_cloudy water
test_27645,clear primary
test_27646,clear primary
test_27647,clear habitation primary road
test_27648,primary
test_27649,agriculture partly_cloudy primary
test_27650,clear primary
test_27651,agriculture clear primary road
test_27652,clear primary
test_27653,clear primary
test_27654,primary
test_27655,primary
test_27656,clear primary
test_27657,cloudy partly_cloudy road
test_27658,clear primary
test_27659,partly_cloudy primary
test_27660,agriculture primary road
test_27661,clear primary road
test_27662,clear primary
test_27663,
test_27664,primary
test_27665,habitation partly_cloudy primary road
test_27666,clear primary
test_27667,clear primary
test_27668,primary
test_27669,clear cultivation primary
test_27670,clear primary
test_27671,clear primary
test_27672,clear primary
test_27673,cloudy
test_27674,clear primary
test_27675,cloudy primary
test_27676,clear primary
test_27677,agriculture clear primary road
test_27678,agriculture cloudy cultivation partly_cloudy primary
test_27679,clear primary
test_27680,primary
test_27681,cloudy road
test_27682,primary road
test_27683,agriculture road water
test_27684,clear cultivation primary road
test_27685,primary
test_27686,clear primary
test_27687,primary
test_27688,primary
test_27689,agriculture partly_cloudy primary road
test_27690,clear primary road
test_27691,agriculture clear primary road
test_27692,agriculture road water
test_27693,clear primary
test_27694,clear primary
test_27695,clear primary water
test_27696,clear primary
test_27697,agriculture primary road water
test_27698,agriculture clear primary
test_27699,agriculture partly_cloudy primary
test_27700,primary
test_27701,clear primary
test_27702,clear primary
test_27703,clear primary
test_27704,clear primary
test_27705,clear primary
test_27706,primary
test_27707,agriculture partly_cloudy primary road water
test_27708,agriculture cloudy cultivation primary water
test_27709,agriculture clear primary road water
test_27710,clear primary
test_27711,agriculture clear primary road
test_27712,clear primary
test_27713,haze primary water
test_27714,clear primary
test_27715,clear primary
test_27716,agriculture clear cultivation primary road
test_27717,agriculture clear primary
test_27718,clear primary
test_27719,clear primary
test_27720,clear primary
test_27721,primary
test_27722,agriculture clear primary water
test_27723,primary
test_27724,clear primary
test_27725,clear primary
test_27726,clear primary
test_27727,agriculture clear primary
test_27728,clear primary
test_27729,clear primary
test_27730,clear primary
test_27731,agriculture clear primary road water
test_27732,clear primary
test_27733,clear primary
test_27734,agriculture primary road
test_27735,clear primary
test_27736,clear primary
test_27737,agriculture bare_ground cloudy cultivation partly_cloudy road
test_27738,agriculture habitation primary
test_27739,clear primary
test_27740,clear primary
test_27741,primary
test_27742,primary
test_27743,clear primary
test_27744,clear primary
test_27745,clear primary
test_27746,clear primary
test_27747,clear primary
test_27748,clear primary
test_27749,clear partly_cloudy primary
test_27750,clear primary
test_27751,cloudy
test_27752,primary
test_27753,clear primary road
test_27754,primary
test_27755,primary road
test_27756,clear primary
test_27757,clear primary
test_27758,clear primary
test_27759,clear habitation primary
test_27760,partly_cloudy primary
test_27761,clear primary
test_27762,clear primary
test_27763,clear primary
test_27764,clear primary
test_27765,clear primary
test_27766,agriculture clear primary
test_27767,cloudy
test_27768,clear primary
test_27769,clear primary
test_27770,agriculture haze partly_cloudy primary road
test_27771,clear primary
test_27772,cloudy
test_27773,clear primary
test_27774,clear primary
test_27775,primary
test_27776,primary
test_27777,primary
test_27778,cloudy partly_cloudy
test_27779,agriculture clear road water
test_27780,clear primary
test_27781,clear primary
test_27782,clear primary
